source_1,source_2,axe,description,criticite
INFO631_INGE_CT_1/3_Temps,INFO631_IDU,normalisation_codes,Le module 'INFO631' est nommé 'INFO631_INGE_CT_1/3_Temps' dans ADE au lieu de 'INFO631_IDU_INGE_CT_1/3_Temps' (forme cohérente avec la maquette),majeur
DATA832_INGE_CM,DATA832_IDU,normalisation_codes,Le module 'DATA832' est nommé 'DATA832_INGE_CM' dans ADE au lieu de 'DATA832_IDU_INGE_CM' (forme cohérente avec la maquette),majeur
INFO502_CM,INFO502_IDU,normalisation_codes,Le module 'INFO502' est nommé 'INFO502_CM' dans ADE au lieu de 'INFO502_IDU_CM' (forme cohérente avec la maquette),majeur
PROJ831_INGE_TPD,PROJ831_IDU,normalisation_codes,Le module 'PROJ831' est nommé 'PROJ831_INGE_TPD' dans ADE au lieu de 'PROJ831_IDU_INGE_TPD' (forme cohérente avec la maquette),majeur
INFO633_CC4,INFO633_IDU,normalisation_codes,Le module 'INFO633' est nommé 'INFO633_CC4' dans ADE au lieu de 'INFO633_IDU_CC4' (forme cohérente avec la maquette),majeur
INFO633_P01_G1,INFO633_IDU,normalisation_codes,Le module 'INFO633' est nommé 'INFO633_P01_G1' dans ADE au lieu de 'INFO633_IDU_P01_G1' (forme cohérente avec la maquette),majeur
INFO633_CC3_Tiers-temps,INFO633_IDU,normalisation_codes,Le module 'INFO633' est nommé 'INFO633_CC3_Tiers-temps' dans ADE au lieu de 'INFO633_IDU_CC3_Tiers-temps' (forme cohérente avec la maquette),majeur
INFO833_INGE_TD,INFO833_IDU,normalisation_codes,Le module 'INFO833' est nommé 'INFO833_INGE_TD' dans ADE au lieu de 'INFO833_IDU_INGE_TD' (forme cohérente avec la maquette),majeur
INFO732_INGE_TD,INFO732_IDU,normalisation_codes,Le module 'INFO732' est nommé 'INFO732_INGE_TD' dans ADE au lieu de 'INFO732_IDU_INGE_TD' (forme cohérente avec la maquette),majeur
PROJ632_INGE_TDG_1-7_4h,PROJ632_IDU,normalisation_codes,Le module 'PROJ632' est nommé 'PROJ632_INGE_TDG_1-7_4h' dans ADE au lieu de 'PROJ632_IDU_INGE_TDG_1-7_4h' (forme cohérente avec la maquette),majeur
MATH531_TPG1,MATH531_IDU,normalisation_codes,Le module 'MATH531' est nommé 'MATH531_TPG1' dans ADE au lieu de 'MATH531_IDU_TPG1' (forme cohérente avec la maquette),majeur
INFO633_A14_G2,INFO633_IDU,normalisation_codes,Le module 'INFO633' est nommé 'INFO633_A14_G2' dans ADE au lieu de 'INFO633_IDU_A14_G2' (forme cohérente avec la maquette),majeur
ISOC831_Sopra_PowerBI,ISOC831_IDU,normalisation_codes,Le module 'ISOC831' est nommé 'ISOC831_Sopra_PowerBI' dans ADE au lieu de 'ISOC831_IDU_Sopra_PowerBI' (forme cohérente avec la maquette),majeur
INFO833_INGE_TP1,INFO833_IDU,normalisation_codes,Le module 'INFO833' est nommé 'INFO833_INGE_TP1' dans ADE au lieu de 'INFO833_IDU_INGE_TP1' (forme cohérente avec la maquette),majeur
TD INFO931,INFO931_IDU,normalisation_codes,Le module 'INFO931' est nommé 'TD INFO931' dans ADE au lieu de 'TD INFO931_IDU' (forme cohérente avec la maquette),majeur
INFO732_INGE_CM,INFO732_IDU,normalisation_codes,Le module 'INFO732' est nommé 'INFO732_INGE_CM' dans ADE au lieu de 'INFO732_IDU_INGE_CM' (forme cohérente avec la maquette),majeur
INFO732_INGE_EX_TIERS_TEMPS,INFO732_IDU,normalisation_codes,Le module 'INFO732' est nommé 'INFO732_INGE_EX_TIERS_TEMPS' dans ADE au lieu de 'INFO732_IDU_INGE_EX_TIERS_TEMPS' (forme cohérente avec la maquette),majeur
INFO633_A02_G1,INFO633_IDU,normalisation_codes,Le module 'INFO633' est nommé 'INFO633_A02_G1' dans ADE au lieu de 'INFO633_IDU_A02_G1' (forme cohérente avec la maquette),majeur
INFO632_INGE_TPG1,INFO632_IDU,normalisation_codes,Le module 'INFO632' est nommé 'INFO632_INGE_TPG1' dans ADE au lieu de 'INFO632_IDU_INGE_TPG1' (forme cohérente avec la maquette),majeur
ISOC831_Product_Management,ISOC831_IDU,normalisation_codes,Le module 'ISOC831' est nommé 'ISOC831_Product_Management' dans ADE au lieu de 'ISOC831_IDU_Product_Management' (forme cohérente avec la maquette),majeur
INFO633_A14_G1,INFO633_IDU,normalisation_codes,Le module 'INFO633' est nommé 'INFO633_A14_G1' dans ADE au lieu de 'INFO633_IDU_A14_G1' (forme cohérente avec la maquette),majeur
INFO501_TDG,INFO501_IDU,normalisation_codes,Le module 'INFO501' est nommé 'INFO501_TDG' dans ADE au lieu de 'INFO501_IDU_TDG' (forme cohérente avec la maquette),majeur
INFO502_Ex_Session2,INFO502_IDU,normalisation_codes,Le module 'INFO502' est nommé 'INFO502_Ex_Session2' dans ADE au lieu de 'INFO502_IDU_Ex_Session2' (forme cohérente avec la maquette),majeur
MATH531_CM,MATH531_IDU,normalisation_codes,Le module 'MATH531' est nommé 'MATH531_CM' dans ADE au lieu de 'MATH531_IDU_CM' (forme cohérente avec la maquette),majeur
INFO633_A04_G1,INFO633_IDU,normalisation_codes,Le module 'INFO633' est nommé 'INFO633_A04_G1' dans ADE au lieu de 'INFO633_IDU_A04_G1' (forme cohérente avec la maquette),majeur
PROJ531_TDG_2,PROJ531_IDU,normalisation_codes,Le module 'PROJ531' est nommé 'PROJ531_TDG_2' dans ADE au lieu de 'PROJ531_IDU_TDG_2' (forme cohérente avec la maquette),majeur
INFO731_INGE_CMEX,INFO731_IDU,normalisation_codes,Le module 'INFO731' est nommé 'INFO731_INGE_CMEX' dans ADE au lieu de 'INFO731_IDU_INGE_CMEX' (forme cohérente avec la maquette),majeur
INFO633_A03_G1,INFO633_IDU,normalisation_codes,Le module 'INFO633' est nommé 'INFO633_A03_G1' dans ADE au lieu de 'INFO633_IDU_A03_G1' (forme cohérente avec la maquette),majeur
INFO834_INGE_TD,INFO834_IDU,normalisation_codes,Le module 'INFO834' est nommé 'INFO834_INGE_TD' dans ADE au lieu de 'INFO834_IDU_INGE_TD' (forme cohérente avec la maquette),majeur
INFO633_P02_G2,INFO633_IDU,normalisation_codes,Le module 'INFO633' est nommé 'INFO633_P02_G2' dans ADE au lieu de 'INFO633_IDU_P02_G2' (forme cohérente avec la maquette),majeur
PROJ731_IDU : CM = 0h (maquette),PROJ731_IDU : séance(s) CM référencée(s) (graphe de dépendances),types_seances,PROJ731_IDU : la maquette déclare 0h de CM mais ce type de séance est référencé dans le graphe de dépendances.,majeur
PROJ731_IDU : TP = 0h (maquette),PROJ731_IDU : séance(s) TP référencée(s) (graphe de dépendances),types_seances,PROJ731_IDU : la maquette déclare 0h de TP mais ce type de séance est référencé dans le graphe de dépendances.,majeur
DATA732_IDU : TP = 0h (maquette),DATA732_IDU : séance(s) TP référencée(s) (graphe de dépendances),types_seances,DATA732_IDU : la maquette déclare 0h de TP mais ce type de séance est référencé dans le graphe de dépendances.,majeur
INFO734_IDU : TP = 0h (maquette),INFO734_IDU : séance(s) TP référencée(s) (graphe de dépendances),types_seances,INFO734_IDU : la maquette déclare 0h de TP mais ce type de séance est référencé dans le graphe de dépendances.,majeur
DATA831_IDU : TD = 0h (maquette),DATA831_IDU : 3 séance(s) TD planifiée(s) (ADE),types_seances,DATA831_IDU : la maquette déclare 0h de TD mais 3 séance(s) TD sont planifiées dans ADE.,majeur
PROJ832_IDU : TP = 0h (maquette),PROJ832_IDU : 4 séance(s) TP planifiée(s) (ADE),types_seances,PROJ832_IDU : la maquette déclare 0h de TP mais 4 séance(s) TP sont planifiées dans ADE.,majeur
INFO731_IDU : CM n°6 -> TD n°4 (graphe de dépendances),INFO731_IDU : CM n°6 (2025-12-01) après TD n°4 (2025-10-23) (ADE),sequence_chronologie,"INFO731_IDU : le graphe exige que CM n°6 précède TD n°4, mais dans ADE CM n°6 se déroule après TD n°4 (2025-12-01 vs 2025-10-23).",majeur
INFO731_IDU : CM n°5 -> TD n°3 (graphe de dépendances),INFO731_IDU : CM n°5 (2025-11-24) après TD n°3 (2025-10-15) (ADE),sequence_chronologie,"INFO731_IDU : le graphe exige que CM n°5 précède TD n°3, mais dans ADE CM n°5 se déroule après TD n°3 (2025-11-24 vs 2025-10-15).",majeur
INFO731_IDU : CM n°4 -> TD n°2 (graphe de dépendances),INFO731_IDU : CM n°4 (2025-11-10) après TD n°2 (2025-10-10) (ADE),sequence_chronologie,"INFO731_IDU : le graphe exige que CM n°4 précède TD n°2, mais dans ADE CM n°4 se déroule après TD n°2 (2025-11-10 vs 2025-10-10).",majeur
DATA731_IDU : CM n°6 -> TP n°3 (graphe de dépendances),DATA731_IDU : CM n°6 (2025-12-17) après TP n°3 (2025-11-20) (ADE),sequence_chronologie,"DATA731_IDU : le graphe exige que CM n°6 précède TP n°3, mais dans ADE CM n°6 se déroule après TP n°3 (2025-12-17 vs 2025-11-20).",majeur
DATA731_IDU : CM n°3 -> TP n°1 (graphe de dépendances),DATA731_IDU : CM n°3 (2025-11-17) après TP n°1 (2025-11-05) (ADE),sequence_chronologie,"DATA731_IDU : le graphe exige que CM n°3 précède TP n°1, mais dans ADE CM n°3 se déroule après TP n°1 (2025-11-17 vs 2025-11-05).",majeur
INFO932_IDU : CM n°4 -> TD n°2 (graphe de dépendances),INFO932_IDU : CM n°4 (2026-01-29) après TD n°2 (2025-12-17) (ADE),sequence_chronologie,"INFO932_IDU : le graphe exige que CM n°4 précède TD n°2, mais dans ADE CM n°4 se déroule après TD n°2 (2026-01-29 vs 2025-12-17).",majeur
INFO932_IDU : CM n°3 -> TP n°2 (graphe de dépendances),INFO932_IDU : CM n°3 (2025-12-17) après TP n°2 (2025-12-15) (ADE),sequence_chronologie,"INFO932_IDU : le graphe exige que CM n°3 précède TP n°2, mais dans ADE CM n°3 se déroule après TP n°2 (2025-12-17 vs 2025-12-15).",majeur
INFO931_IDU : CM n°2 -> TD n°1 (graphe de dépendances),INFO931_IDU : CM n°2 (2025-10-13) après TD n°1 (2025-09-29) (ADE),sequence_chronologie,"INFO931_IDU : le graphe exige que CM n°2 précède TD n°1, mais dans ADE CM n°2 se déroule après TD n°1 (2025-10-13 vs 2025-09-29).",majeur
INFO833_IDU : CM n°7 -> TD n°7 (graphe de dépendances),INFO833_IDU : CM n°7 (2026-03-31) après TD n°7 (2026-03-24) (ADE),sequence_chronologie,"INFO833_IDU : le graphe exige que CM n°7 précède TD n°7, mais dans ADE CM n°7 se déroule après TD n°7 (2026-03-31 vs 2026-03-24).",majeur
INFO833_IDU : CM n°6 -> TD n°6 (graphe de dépendances),INFO833_IDU : CM n°6 (2026-03-19) après TD n°6 (2026-03-17) (ADE),sequence_chronologie,"INFO833_IDU : le graphe exige que CM n°6 précède TD n°6, mais dans ADE CM n°6 se déroule après TD n°6 (2026-03-19 vs 2026-03-17).",majeur
INFO831_IDU : CM n°4 -> TD n°4 (graphe de dépendances),INFO831_IDU : CM n°4 (2026-02-26) après TD n°4 (2026-02-13) (ADE),sequence_chronologie,"INFO831_IDU : le graphe exige que CM n°4 précède TD n°4, mais dans ADE CM n°4 se déroule après TD n°4 (2026-02-26 vs 2026-02-13).",majeur
INFO831_IDU : CM n°3 -> TD n°3 (graphe de dépendances),INFO831_IDU : CM n°3 (2026-02-11) après TD n°3 (2026-02-04) (ADE),sequence_chronologie,"INFO831_IDU : le graphe exige que CM n°3 précède TD n°3, mais dans ADE CM n°3 se déroule après TD n°3 (2026-02-11 vs 2026-02-04).",majeur
INFO831_IDU : CM n°2 -> TD n°2 (graphe de dépendances),INFO831_IDU : CM n°2 (2026-02-04) après TD n°2 (2026-01-26) (ADE),sequence_chronologie,"INFO831_IDU : le graphe exige que CM n°2 précède TD n°2, mais dans ADE CM n°2 se déroule après TD n°2 (2026-02-04 vs 2026-01-26).",majeur
INFO831_IDU : CM n°1 -> TD n°1 (graphe de dépendances),INFO831_IDU : CM n°1 (2026-01-26) après TD n°1 (2026-01-23) (ADE),sequence_chronologie,"INFO831_IDU : le graphe exige que CM n°1 précède TD n°1, mais dans ADE CM n°1 se déroule après TD n°1 (2026-01-26 vs 2026-01-23).",majeur
DATA832_IDU : CM n°3 -> TD n°2 (graphe de dépendances),DATA832_IDU : CM n°3 (2026-03-16) après TD n°2 (2026-03-11) (ADE),sequence_chronologie,"DATA832_IDU : le graphe exige que CM n°3 précède TD n°2, mais dans ADE CM n°3 se déroule après TD n°2 (2026-03-16 vs 2026-03-11).",majeur
DATA832_IDU : CM n°2 -> TD n°1 (graphe de dépendances),DATA832_IDU : CM n°2 (2026-03-11) après TD n°1 (2026-03-04) (ADE),sequence_chronologie,"DATA832_IDU : le graphe exige que CM n°2 précède TD n°1, mais dans ADE CM n°2 se déroule après TD n°1 (2026-03-11 vs 2026-03-04).",majeur
ISOC631_IDU : TD n°6 -> CM n°7 (graphe de dépendances),ISOC631_IDU : TD n°6 (2026-05-12) après CM n°7 (2026-05-04) (ADE),sequence_chronologie,"ISOC631_IDU : le graphe exige que TD n°6 précède CM n°7, mais dans ADE TD n°6 se déroule après CM n°7 (2026-05-12 vs 2026-05-04).",majeur
ISOC631_IDU : TD n°5 -> CM n°6 (graphe de dépendances),ISOC631_IDU : TD n°5 (2026-05-05) après CM n°6 (2026-04-29) (ADE),sequence_chronologie,"ISOC631_IDU : le graphe exige que TD n°5 précède CM n°6, mais dans ADE TD n°5 se déroule après CM n°6 (2026-05-05 vs 2026-04-29).",majeur
ISOC631_IDU : TD n°4 -> TP n°1 (graphe de dépendances),ISOC631_IDU : TD n°4 (2026-04-29) après TP n°1 (2026-04-21) (ADE),sequence_chronologie,"ISOC631_IDU : le graphe exige que TD n°4 précède TP n°1, mais dans ADE TD n°4 se déroule après TP n°1 (2026-04-29 vs 2026-04-21).",majeur
ISOC631_IDU : TD n°3 -> CM n°4 (graphe de dépendances),ISOC631_IDU : TD n°3 (2026-04-20) après CM n°4 (2026-04-13) (ADE),sequence_chronologie,"ISOC631_IDU : le graphe exige que TD n°3 précède CM n°4, mais dans ADE TD n°3 se déroule après CM n°4 (2026-04-20 vs 2026-04-13).",majeur
INFO632_IDU : TD n°4 -> CM n°5 (graphe de dépendances),INFO632_IDU : TD n°4 (2026-04-22) après CM n°5 (2026-04-20) (ADE),sequence_chronologie,"INFO632_IDU : le graphe exige que TD n°4 précède CM n°5, mais dans ADE TD n°4 se déroule après CM n°5 (2026-04-22 vs 2026-04-20).",majeur
INFO632_IDU : TD n°3 -> TP n°1 (graphe de dépendances),INFO632_IDU : TD n°3 (2026-04-13) après TP n°1 (2026-03-31) (ADE),sequence_chronologie,"INFO632_IDU : le graphe exige que TD n°3 précède TP n°1, mais dans ADE TD n°3 se déroule après TP n°1 (2026-04-13 vs 2026-03-31).",majeur
INFO632_IDU : TD n°2 -> CM n°3 (graphe de dépendances),INFO632_IDU : TD n°2 (2026-03-30) après CM n°3 (2026-02-27) (ADE),sequence_chronologie,"INFO632_IDU : le graphe exige que TD n°2 précède CM n°3, mais dans ADE TD n°2 se déroule après CM n°3 (2026-03-30 vs 2026-02-27).",majeur
INFO632_IDU : TD n°1 -> CM n°2 (graphe de dépendances),INFO632_IDU : TD n°1 (2026-03-17) après CM n°2 (2026-02-12) (ADE),sequence_chronologie,"INFO632_IDU : le graphe exige que TD n°1 précède CM n°2, mais dans ADE TD n°1 se déroule après CM n°2 (2026-03-17 vs 2026-02-12).",majeur
DATA732_IDU : TD n°4 -> CM n°6 (graphe de dépendances),DATA732_IDU : TD n°4 (2025-10-24) après CM n°6 (2025-10-20) (ADE),sequence_chronologie,"DATA732_IDU : le graphe exige que TD n°4 précède CM n°6, mais dans ADE TD n°4 se déroule après CM n°6 (2025-10-24 vs 2025-10-20).",majeur
DATA732_IDU : TD n°3 -> CM n°5 (graphe de dépendances),DATA732_IDU : TD n°3 (2025-10-16) après CM n°5 (2025-10-13) (ADE),sequence_chronologie,"DATA732_IDU : le graphe exige que TD n°3 précède CM n°5, mais dans ADE TD n°3 se déroule après CM n°5 (2025-10-16 vs 2025-10-13).",majeur
INFO732_IDU : TD n°3 -> CM n°4 (graphe de dépendances),INFO732_IDU : TD n°3 (2025-11-19) après CM n°4 (2025-11-18) (ADE),sequence_chronologie,"INFO732_IDU : le graphe exige que TD n°3 précède CM n°4, mais dans ADE TD n°3 se déroule après CM n°4 (2025-11-19 vs 2025-11-18).",majeur
INFO732_IDU : TD n°2 -> CM n°3 (graphe de dépendances),INFO732_IDU : TD n°2 (2025-11-12) après CM n°3 (2025-11-10) (ADE),sequence_chronologie,"INFO732_IDU : le graphe exige que TD n°2 précède CM n°3, mais dans ADE TD n°2 se déroule après CM n°3 (2025-11-12 vs 2025-11-10).",majeur
INFO732_IDU : TD n°1 -> CM n°2 (graphe de dépendances),INFO732_IDU : TD n°1 (2025-11-07) après CM n°2 (2025-11-06) (ADE),sequence_chronologie,"INFO732_IDU : le graphe exige que TD n°1 précède CM n°2, mais dans ADE TD n°1 se déroule après CM n°2 (2025-11-07 vs 2025-11-06).",majeur
ISOC931_IDU : TD n°3 -> TP n°1 (graphe de dépendances),ISOC931_IDU : TD n°3 (2026-01-28) après TP n°1 (2025-12-18) (ADE),sequence_chronologie,"ISOC931_IDU : le graphe exige que TD n°3 précède TP n°1, mais dans ADE TD n°3 se déroule après TP n°1 (2026-01-28 vs 2025-12-18).",majeur
DATA931_IDU : TD n°4 -> TP n°2 (graphe de dépendances),DATA931_IDU : TD n°4 (2026-01-28) après TP n°2 (2025-12-05) (ADE),sequence_chronologie,"DATA931_IDU : le graphe exige que TD n°4 précède TP n°2, mais dans ADE TD n°4 se déroule après TP n°2 (2026-01-28 vs 2025-12-05).",majeur
DATA931_IDU : TD n°2 -> TP n°1 (graphe de dépendances),DATA931_IDU : TD n°2 (2025-12-01) après TP n°1 (2025-10-10) (ADE),sequence_chronologie,"DATA931_IDU : le graphe exige que TD n°2 précède TP n°1, mais dans ADE TD n°2 se déroule après TP n°1 (2025-12-01 vs 2025-10-10).",majeur
INFO931_IDU : TD n°2 -> TP n°1 (graphe de dépendances),INFO931_IDU : TD n°2 (2025-10-13) après TP n°1 (2025-10-02) (ADE),sequence_chronologie,"INFO931_IDU : le graphe exige que TD n°2 précède TP n°1, mais dans ADE TD n°2 se déroule après TP n°1 (2025-10-13 vs 2025-10-02).",majeur
INFO833_IDU : TD n°9 -> TP n°1 (graphe de dépendances),INFO833_IDU : TD n°9 (2026-04-14) après TP n°1 (2026-04-02) (ADE),sequence_chronologie,"INFO833_IDU : le graphe exige que TD n°9 précède TP n°1, mais dans ADE TD n°9 se déroule après TP n°1 (2026-04-14 vs 2026-04-02).",majeur
INFO833_IDU : TD n°3 -> CM n°3 (graphe de dépendances),INFO833_IDU : TD n°3 (2026-02-23) après CM n°3 (2026-02-13) (ADE),sequence_chronologie,"INFO833_IDU : le graphe exige que TD n°3 précède CM n°3, mais dans ADE TD n°3 se déroule après CM n°3 (2026-02-23 vs 2026-02-13).",majeur
INFO833_IDU : TD n°2 -> CM n°2 (graphe de dépendances),INFO833_IDU : TD n°2 (2026-02-06) après CM n°2 (2026-02-03) (ADE),sequence_chronologie,"INFO833_IDU : le graphe exige que TD n°2 précède CM n°2, mais dans ADE TD n°2 se déroule après CM n°2 (2026-02-06 vs 2026-02-03).",majeur
ISOC631_IDU : TP n°1 -> CM n°5 (graphe de dépendances),ISOC631_IDU : TP n°1 (2026-04-21) après CM n°5 (2026-04-20) (ADE),sequence_chronologie,"ISOC631_IDU : le graphe exige que TP n°1 précède CM n°5, mais dans ADE TP n°1 se déroule après CM n°5 (2026-04-21 vs 2026-04-20).",majeur
INFO632_IDU : TP n°1 -> CM n°4 (graphe de dépendances),INFO632_IDU : TP n°1 (2026-03-31) après CM n°4 (2026-03-23) (ADE),sequence_chronologie,"INFO632_IDU : le graphe exige que TP n°1 précède CM n°4, mais dans ADE TP n°1 se déroule après CM n°4 (2026-03-31 vs 2026-03-23).",majeur
ISOC931_IDU : TP n°3 -> CM n°3 (graphe de dépendances),ISOC931_IDU : TP n°3 (2026-02-13) après CM n°3 (2026-01-27) (ADE),sequence_chronologie,"ISOC931_IDU : le graphe exige que TP n°3 précède CM n°3, mais dans ADE TP n°3 se déroule après CM n°3 (2026-02-13 vs 2026-01-27).",majeur
INFO932_IDU : TP n°4 -> TD n°3 (graphe de dépendances),INFO932_IDU : TP n°4 (2026-02-05) après TD n°3 (2026-01-26) (ADE),sequence_chronologie,"INFO932_IDU : le graphe exige que TP n°4 précède TD n°3, mais dans ADE TP n°4 se déroule après TD n°3 (2026-02-05 vs 2026-01-26).",majeur
INFO834_IDU : TP n°3 -> CM n°5 (graphe de dépendances),INFO834_IDU : TP n°3 (2026-04-01) après CM n°5 (2026-03-11) (ADE),sequence_chronologie,"INFO834_IDU : le graphe exige que TP n°3 précède CM n°5, mais dans ADE TP n°3 se déroule après CM n°5 (2026-04-01 vs 2026-03-11).",majeur
INFO834_IDU : TP n°2 -> CM n°3 (graphe de dépendances),INFO834_IDU : TP n°2 (2026-03-27) après CM n°3 (2026-02-26) (ADE),sequence_chronologie,"INFO834_IDU : le graphe exige que TP n°2 précède CM n°3, mais dans ADE TP n°2 se déroule après CM n°3 (2026-03-27 vs 2026-02-26).",majeur
INFO831_IDU : TP n°1 -> CM n°3 (graphe de dépendances),INFO831_IDU : TP n°1 (2026-03-06) après CM n°3 (2026-02-11) (ADE),sequence_chronologie,"INFO831_IDU : le graphe exige que TP n°1 précède CM n°3, mais dans ADE TP n°1 se déroule après CM n°3 (2026-03-06 vs 2026-02-11).",majeur
